e仔白糖棒冰	46g×80支	46g×80支	e仔白糖棒冰	e仔白糖棒冰	冰淇淋	e仔	e仔白糖棒冰46g×80支
俊杰清香水饺猪肉大葱	1×2500g	2500g	俊杰清香阳光猪肉大葱水饺2500g	俊杰清香阳光水饺(猪肉大葱)	速冻类	俊杰	俊杰清香阳光猪肉大葱水饺2500g2500g
俊杰2500g水饺猪肉大葱	1×2500g	2500g	俊杰清香阳光猪肉大葱水饺2500g	俊杰清香阳光水饺(猪肉大葱)	速冻类	俊杰	俊杰清香阳光猪肉大葱水饺2500g2500g
俊杰水饺（猪肉韭菜）2500g	2500g	2500g	俊杰清香阳光猪肉韭菜水饺2500g	俊杰清香阳光水饺(猪肉韭菜)	速冻类	俊杰	俊杰清香阳光猪肉韭菜水饺2500g2500g
俊杰清香水饺猪肉韭菜	1×2500g	2500g	俊杰清香阳光猪肉韭菜水饺2500g	俊杰清香阳光水饺(猪肉韭菜)	速冻类	俊杰	俊杰清香阳光猪肉韭菜水饺2500g2500g
俊杰清香水饺猪肉芹菜	1×2500g	2500g	俊杰清香阳光猪肉芹菜水饺2500g	俊杰清香阳光水饺(猪肉芹菜)	速冻类	俊杰	俊杰清香阳光猪肉芹菜水饺2500g2500g
俊杰2500g水饺猪肉芹菜	1x2500g	2500g	俊杰清香阳光猪肉芹菜水饺2500g	俊杰清香阳光水饺(猪肉芹菜)	速冻类	俊杰	俊杰清香阳光猪肉芹菜水饺2500g2500g
俊杰2500g水饺猪肉三鲜	1x2500g	2500g	俊杰清香阳光猪肉三鲜水饺2500g	俊杰清香阳光水饺(猪肉三鲜)	速冻类	俊杰	俊杰清香阳光猪肉三鲜水饺2500g2500g
俊杰清香水饺猪肉香菇	1×2500g	2500g	俊杰清香阳光猪肉香菇水饺2500g	俊杰清香阳光水饺(猪肉香菇)	速冻类	俊杰	俊杰清香阳光猪肉香菇水饺2500g2500g
俊杰2500g水饺猪肉香菇	1x2500g	2500g	俊杰清香阳光猪肉香菇水饺2500g	俊杰清香阳光水饺(猪肉香菇)	速冻类	俊杰	俊杰清香阳光猪肉香菇水饺2500g2500g
朝鲜打糕	1×40支	40支	康轩朝鲜打糕糯米枣泥	康轩朝鲜打糕(糯米枣泥)	冰淇淋	康轩	康轩朝鲜打糕糯米枣泥40支
好声音	1×40支	40支	康轩好声音冰棍	康轩好声音	冰淇淋	康轩	康轩好声音冰棍40支
黑蚂蚁	1×40支	40g×40支	康轩黑蚂蚁冰棍	康轩黑蚂蚁	冰淇淋	康轩	康轩黑蚂蚁冰棍40g×40支
牛轧奶糖	1×40支	40支	康轩牛轧奶糖牛奶口味雪糕	康轩牛轧奶糖(牛奶)	冰淇淋	康轩	康轩牛轧奶糖牛奶口味雪糕40支
慷达尚品水饺韭菜鸡蛋2500g	2500g	2500g	慷达尚品水饺韭菜鸡蛋2500g	慷达尚品水饺(韭菜鸡蛋)	速冻类	慷达	慷达尚品水饺韭菜鸡蛋2500g2500g
慷达尚品水饺猪肉大葱2500g	2500g	2500g	慷达尚品水饺猪肉大葱2500g	慷达尚品水饺(猪肉大葱)	速冻类	慷达	慷达尚品水饺猪肉大葱2500g2500g
慷达尚品水饺猪肉韭菜2500g	2500g	2500g	慷达尚品水饺猪肉韭菜2500g	慷达尚品水饺(猪肉韭菜)	速冻类	慷达	慷达尚品水饺猪肉韭菜2500g2500g
科迪农家饺牛肉500g	500g	500g	科迪农家饺牛肉500g	科迪农家饺(牛肉)	速冻类	科迪	科迪农家饺牛肉500g500g
科迪水饺牛肉500g	1×500g×20袋	500g	科迪农家饺牛肉500g	科迪农家饺(牛肉)	速冻类	科迪	科迪农家饺牛肉500g500g
科迪农家饺素三鲜500g	500g	500g	科迪农家饺素三鲜500g	科迪农家饺(素三鲜)	速冻类	科迪	科迪农家饺素三鲜500g500g
科迪水饺白菜500g	1×500g×20袋	500g	科迪农家饺猪肉白菜500g	科迪农家饺(猪肉白菜)	速冻类	科迪	科迪农家饺猪肉白菜500g500g
科迪农家饺500g	1×500g	500g	科迪农家饺猪肉大葱500g	科迪农家饺(猪肉大葱)	速冻类	科迪	科迪农家饺猪肉大葱500g500g
科迪农家饺猪肉大葱500g	500g	500g	科迪农家饺猪肉大葱500g	科迪农家饺(猪肉大葱)	速冻类	科迪	科迪农家饺猪肉大葱500g500g
科迪水饺大葱500g	1×500g×20袋	500g	科迪农家饺猪肉大葱500g	科迪农家饺(猪肉大葱)	速冻类	科迪	科迪农家饺猪肉大葱500g500g
科迪水饺芹菜500g	1×500g×20袋	500g×20袋	科迪农家饺猪肉芹菜500g	科迪农家饺(猪肉芹菜)	速冻类	科迪	科迪农家饺猪肉芹菜500g500g×20袋
可米酷-90g草莓杯	1×90g×12支	90g×12杯	可米酷草莓口味冰淇淋90g(杯)	可米酷(草莓)杯装	冰淇淋	可米酷	可米酷草莓口味冰淇淋90g(杯)90g×12杯
可米酷90g杯(草莓）冰淇淋	1*90g*12杯	90g×12杯	可米酷草莓口味冰淇淋90g(杯)	可米酷(草莓)杯装	冰淇淋	可米酷	可米酷草莓口味冰淇淋90g(杯)90g×12杯
可米酷草莓杯	90g×12杯	90g×12杯	可米酷草莓口味冰淇淋90g(杯)	可米酷(草莓)杯装	冰淇淋	可米酷	可米酷草莓口味冰淇淋90g(杯)90g×12杯
可米酷草莓杯	90g×12杯/箱	90g×12杯	可米酷草莓口味冰淇淋90g(杯)	可米酷(草莓)杯装	冰淇淋	可米酷	可米酷草莓口味冰淇淋90g(杯)90g×12杯
可米酷-90g朗姆杯	1×90g×12支	90g×12杯	可米酷朗姆葡萄口味冰淇淋90g(杯)	可米酷(朗姆葡萄)杯装	冰淇淋	可米酷	可米酷朗姆葡萄口味冰淇淋90g(杯)90g×12杯
可米酷90g杯（朗姆）冰淇淋	1*90g*12杯	90g×12杯	可米酷朗姆葡萄口味冰淇淋90g(杯)	可米酷(朗姆葡萄)杯装	冰淇淋	可米酷	可米酷朗姆葡萄口味冰淇淋90g(杯)90g×12杯
可米酷朗姆葡萄杯	90g×12杯	90g×12杯	可米酷朗姆葡萄口味冰淇淋90g(杯)	可米酷(朗姆葡萄)杯装	冰淇淋	可米酷	可米酷朗姆葡萄口味冰淇淋90g(杯)90g×12杯
可米酷朗姆葡萄杯	90g×12杯/箱	90g×12杯	可米酷朗姆葡萄口味冰淇淋90g(杯)	可米酷(朗姆葡萄)杯装	冰淇淋	可米酷	可米酷朗姆葡萄口味冰淇淋90g(杯)90g×12杯
可米酷-90g榴莲杯	1×90g×12支	90g×12杯	可米酷榴莲口味冰淇淋90g(杯)	可米酷(榴莲)杯装	冰淇淋	可米酷	可米酷榴莲口味冰淇淋90g(杯)90g×12杯
可米酷90g杯（榴莲）冰淇淋	1*90g*12杯	90g×12杯	可米酷榴莲口味冰淇淋90g(杯)	可米酷(榴莲)杯装	冰淇淋	可米酷	可米酷榴莲口味冰淇淋90g(杯)90g×12杯
可米酷榴莲杯	90g×12杯	90g×12杯	可米酷榴莲口味冰淇淋90g(杯)	可米酷(榴莲)杯装	冰淇淋	可米酷	可米酷榴莲口味冰淇淋90g(杯)90g×12杯
可米酷榴莲杯	90g×12杯/箱	90g×12杯	可米酷榴莲口味冰淇淋90g(杯)	可米酷(榴莲)杯装	冰淇淋	可米酷	可米酷榴莲口味冰淇淋90g(杯)90g×12杯
可米酷-90g芒果杯	1×90g×12支	90g×12杯	可米酷芒果口味冰淇淋90g(杯)	可米酷(芒果)杯装	冰淇淋	可米酷	可米酷芒果口味冰淇淋90g(杯)90g×12杯
可米酷90g杯（芒果）冰淇淋	1*90g*12杯	90g×12杯	可米酷芒果口味冰淇淋90g(杯)	可米酷(芒果)杯装	冰淇淋	可米酷	可米酷芒果口味冰淇淋90g(杯)90g×12杯
可米酷芒果杯	90g×12杯	90g×12杯	可米酷芒果口味冰淇淋90g(杯)	可米酷(芒果)杯装	冰淇淋	可米酷	可米酷芒果口味冰淇淋90g(杯)90g×12杯
可米酷芒果杯	90g×12杯/箱	90g×12杯	可米酷芒果口味冰淇淋90g(杯)	可米酷(芒果)杯装	冰淇淋	可米酷	可米酷芒果口味冰淇淋90g(杯)90g×12杯
可米酷-90g抹茶杯	1×90g×12支	90g×12杯	可米酷抹茶口味冰淇淋90g(杯)	可米酷(抹茶)杯装	冰淇淋	可米酷	可米酷抹茶口味冰淇淋90g(杯)90g×12杯
可米酷90g杯（抹茶）冰淇淋	1*90g*12杯	90g×12杯	可米酷抹茶口味冰淇淋90g(杯)	可米酷(抹茶)杯装	冰淇淋	可米酷	可米酷抹茶口味冰淇淋90g(杯)90g×12杯
可米酷奶油曲奇杯（大）	280g×6杯	280g×6杯	可米酷奶油曲奇口味冰淇淋280g(杯)	可米酷(奶油曲奇)杯装	冰淇淋	可米酷	可米酷奶油曲奇口味冰淇淋280g(杯)280g×6杯
可米酷奶油曲奇杯	90g×12杯	90g×12杯	可米酷奶油曲奇口味冰淇淋90g(杯)	可米酷(奶油曲奇)杯装	冰淇淋	可米酷	可米酷奶油曲奇口味冰淇淋90g(杯)90g×12杯
可米酷奶油曲奇杯	90g×12杯/箱	90g×12杯	可米酷奶油曲奇口味冰淇淋90g(杯)	可米酷(奶油曲奇)杯装	冰淇淋	可米酷	可米酷奶油曲奇口味冰淇淋90g(杯)90g×12杯
可米酷280g杯	1×280g×6支	280g×6杯	可米酷香草口味冰淇淋280g(杯)	可米酷(香草)杯装	冰淇淋	可米酷	可米酷香草口味冰淇淋280g(杯)280g×6杯
可米酷香草杯（大）	280g×6杯	280g×6杯	可米酷香草口味冰淇淋280g(杯)	可米酷(香草)杯装	冰淇淋	可米酷	可米酷香草口味冰淇淋280g(杯)280g×6杯
可米酷-90g香草杯	1×90g×12支	90g×12杯	可米酷香草口味冰淇淋90g(杯)	可米酷(香草)杯装	冰淇淋	可米酷	可米酷香草口味冰淇淋90g(杯)90g×12杯
可米酷90g杯（香草）冰淇淋	1*90g*12杯	90g×12杯	可米酷香草口味冰淇淋90g(杯)	可米酷(香草)杯装	冰淇淋	可米酷	可米酷香草口味冰淇淋90g(杯)90g×12杯
可米酷香草杯	90g×12杯/箱	90g×12杯	可米酷香草口味冰淇淋90g(杯)	可米酷(香草)杯装	冰淇淋	可米酷	可米酷香草口味冰淇淋90g(杯)90g×12杯
可米酷-900g奥利奥曲奇切角蛋糕	1×900g×1盒	900g	可米酷奥利奥曲奇口味蛋糕冰淇淋900g(盒)	可米酷切角蛋糕(奥利奥曲奇)	冰淇淋	可米酷	可米酷奥利奥曲奇口味蛋糕冰淇淋900g(盒)900g
可米酷-120g草莓雪酪切角蛋糕	1×120g×12盒	120g×12盒	可米酷草莓口味蛋糕冰淇淋120g(盒)	可米酷切角蛋糕(草莓)盒装	冰淇淋	可米酷	可米酷草莓口味蛋糕冰淇淋120g(盒)120g×12盒
可米酷切角蛋糕	1×280g×6支	120g×12盒	可米酷草莓口味蛋糕冰淇淋120g(盒)	可米酷切角蛋糕(草莓)盒装	冰淇淋	可米酷	可米酷草莓口味蛋糕冰淇淋120g(盒)120g×12盒
可米酷-900g草莓雪酪切角蛋糕	1×900g×1盒	900g	可米酷草莓雪酪口味蛋糕冰淇淋900g(盒)	可米酷切角蛋糕(草莓雪酪)	冰淇淋	可米酷	可米酷草莓雪酪口味蛋糕冰淇淋900g(盒)900g
可米酷-120g黑森林切角蛋糕	1×120g×12盒	120g×12盒	可米酷黑森林口味蛋糕冰淇淋120g(盒)	可米酷切角蛋糕(黑森林)盒装	冰淇淋	可米酷	可米酷黑森林口味蛋糕冰淇淋120g(盒)120g×12盒
可米酷-900g黑森林切角蛋糕	1×900g×1盒	900g	可米酷黑森林口味蛋糕冰淇淋900g(盒)	可米酷切角蛋糕(黑森林)	冰淇淋	可米酷	可米酷黑森林口味蛋糕冰淇淋900g(盒)900g
可米酷-900g蓝莓奶酪切角蛋糕	1×900g×1盒	900g	可米酷蓝莓奶酪口味蛋糕冰淇淋900g(盒)	可米酷切角蛋糕(蓝莓奶酪)	冰淇淋	可米酷	可米酷蓝莓奶酪口味蛋糕冰淇淋900g(盒)900g
可米酷-900g朗姆葡萄切角蛋糕	1×900g×1盒	900g	可米酷朗姆葡萄口味蛋糕冰淇淋900g(盒)	可米酷切角蛋糕(朗姆葡萄)	冰淇淋	可米酷	可米酷朗姆葡萄口味蛋糕冰淇淋900g(盒)900g
可米酷-900g榴莲往返切角蛋糕	1×900g×1盒	900g	可米酷榴莲忘返口味蛋糕冰淇淋900g(盒)	可米酷切角蛋糕(榴莲)	冰淇淋	可米酷	可米酷榴莲忘返口味蛋糕冰淇淋900g(盒)900g
可米酷芒果切角蛋糕	120g×12盒	120g×12盒	可米酷芒果口味蛋糕冰淇淋120g(盒)	可米酷切角蛋糕(芒果)盒装	冰淇淋	可米酷	可米酷芒果口味蛋糕冰淇淋120g(盒)120g×12盒
可米酷芒果切角蛋糕	120g×12盒/箱	120g×12盒	可米酷芒果口味蛋糕冰淇淋120g(盒)	可米酷切角蛋糕(芒果)盒装	冰淇淋	可米酷	可米酷芒果口味蛋糕冰淇淋120g(盒)120g×12盒
可米酷-900g摩卡榛子切角蛋糕	1×900g×1盒	900g	可米酷摩卡榛子口味蛋糕冰淇淋900g(盒)	可米酷切角蛋糕(摩卡榛子)	冰淇淋	可米酷	可米酷摩卡榛子口味蛋糕冰淇淋900g(盒)900g
可米酷-120g奶油曲奇切角蛋糕	1×120g×12盒	120g×12盒	可米酷奶油曲奇口味蛋糕冰淇淋120g(盒)	可米酷切角蛋糕(奶油曲奇)盒装	冰淇淋	可米酷	可米酷奶油曲奇口味蛋糕冰淇淋120g(盒)120g×12盒
可米酷奶油曲奇切角蛋糕	120g×12盒	120g×12盒	可米酷奶油曲奇口味蛋糕冰淇淋120g(盒)	可米酷切角蛋糕(奶油曲奇)盒装	冰淇淋	可米酷	可米酷奶油曲奇口味蛋糕冰淇淋120g(盒)120g×12盒
可米酷奶油曲奇切角蛋糕	120g×12盒/箱	120g×12盒	可米酷奶油曲奇口味蛋糕冰淇淋120g(盒)	可米酷切角蛋糕(奶油曲奇)盒装	冰淇淋	可米酷	可米酷奶油曲奇口味蛋糕冰淇淋120g(盒)120g×12盒
可米酷-120g日式抹茶切角蛋糕	1×120g×12盒	120g×12盒	可米酷抹茶口味蛋糕冰淇淋120g(盒)	可米酷切角蛋糕(抹茶)盒装	冰淇淋	可米酷	可米酷抹茶口味蛋糕冰淇淋120g(盒)120g×12盒
可米酷抹茶切角蛋糕	120g×12盒	120g×12盒	可米酷抹茶口味蛋糕冰淇淋120g(盒)	可米酷切角蛋糕(抹茶)盒装	冰淇淋	可米酷	可米酷抹茶口味蛋糕冰淇淋120g(盒)120g×12盒
可米酷抹茶切角蛋糕	120g×12盒/箱	120g×12盒	可米酷抹茶口味蛋糕冰淇淋120g(盒)	可米酷切角蛋糕(抹茶)盒装	冰淇淋	可米酷	可米酷抹茶口味蛋糕冰淇淋120g(盒)120g×12盒
可米酷-900g日式抹茶切角蛋糕	1×900g×1盒	900g	可米酷日式抹茶口味蛋糕冰淇淋900g(盒)	可米酷切角蛋糕(日式抹茶)	冰淇淋	可米酷	可米酷日式抹茶口味蛋糕冰淇淋900g(盒)900g
可米酷-120g提拉米苏切角蛋糕	1×120g×12盒	120g×12盒	可米酷提拉米苏口味蛋糕冰淇淋120g(盒)	可米酷切角蛋糕(提拉米苏)盒装	冰淇淋	可米酷	可米酷提拉米苏口味蛋糕冰淇淋120g(盒)120g×12盒
可米酷提拉米苏切角蛋糕	120g×12盒	120g×12盒	可米酷提拉米苏口味蛋糕冰淇淋120g(盒)	可米酷切角蛋糕(提拉米苏)盒装	冰淇淋	可米酷	可米酷提拉米苏口味蛋糕冰淇淋120g(盒)120g×12盒
可米酷提拉米苏切角蛋糕	120g×12盒/箱	120g×12盒	可米酷提拉米苏口味蛋糕冰淇淋120g(盒)	可米酷切角蛋糕(提拉米苏)盒装	冰淇淋	可米酷	可米酷提拉米苏口味蛋糕冰淇淋120g(盒)120g×12盒
可米酷-900g提拉米苏切角蛋糕	1×900g×1盒	900g	可米酷提拉米苏口味蛋糕冰淇淋900g(盒)	可米酷切角蛋糕(提拉米苏)	冰淇淋	可米酷	可米酷提拉米苏口味蛋糕冰淇淋900g(盒)900g
可米酷-900g香芒幽梦切角蛋糕	1×900g×1盒	900g	可米酷香芒幽梦口味蛋糕冰淇淋900g(盒)	可米酷切角蛋糕(香芒)	冰淇淋	可米酷	可米酷香芒幽梦口味蛋糕冰淇淋900g(盒)900g
可米酷-90g无糖巧克力杯	1×90g×12支	90g×12杯	可米酷无蔗糖巧克力口味冰淇淋90g(杯)	可米酷无蔗糖(巧克力)杯装	冰淇淋	可米酷	可米酷无蔗糖巧克力口味冰淇淋90g(杯)90g×12杯
可米酷90g杯（无糖巧克力）冰淇淋	1*90g*12杯	90g×12杯	可米酷无蔗糖巧克力口味冰淇淋90g(杯)	可米酷无蔗糖(巧克力)杯装	冰淇淋	可米酷	可米酷无蔗糖巧克力口味冰淇淋90g(杯)90g×12杯
可米酷无糖巧克力杯	90g×12杯	90g×12杯	可米酷无蔗糖巧克力口味冰淇淋90g(杯)	可米酷无蔗糖(巧克力)杯装	冰淇淋	可米酷	可米酷无蔗糖巧克力口味冰淇淋90g(杯)90g×12杯
可米酷无糖巧克力杯	90g×12杯/箱	90g×12杯	可米酷无蔗糖巧克力口味冰淇淋90g(杯)	可米酷无蔗糖(巧克力)杯装	冰淇淋	可米酷	可米酷无蔗糖巧克力口味冰淇淋90g(杯)90g×12杯
可米酷-90g无糖香草杯	1×90g×12支	90g×12杯	可米酷无蔗糖香草口味冰淇淋90g(杯)	可米酷无蔗糖(香草)杯装	冰淇淋	可米酷	可米酷无蔗糖香草口味冰淇淋90g(杯)90g×12杯
可米酷90g杯无糖	1×90g×12支	90g×12杯	可米酷无蔗糖香草口味冰淇淋90g(杯)	可米酷无蔗糖(香草)杯装	冰淇淋	可米酷	可米酷无蔗糖香草口味冰淇淋90g(杯)90g×12杯
可米酷90g杯（无糖香草）冰淇淋	1*90g*12杯	90g×12杯	可米酷无蔗糖香草口味冰淇淋90g(杯)	可米酷无蔗糖(香草)杯装	冰淇淋	可米酷	可米酷无蔗糖香草口味冰淇淋90g(杯)90g×12杯
可米酷无糖香草杯	90g×12杯	90g×12杯	可米酷无蔗糖香草口味冰淇淋90g(杯)	可米酷无蔗糖(香草)杯装	冰淇淋	可米酷	可米酷无蔗糖香草口味冰淇淋90g(杯)90g×12杯
可米酷无糖香草杯	90g×12杯/箱	90g×12杯	可米酷无蔗糖香草口味冰淇淋90g(杯)	可米酷无蔗糖(香草)杯装	冰淇淋	可米酷	可米酷无蔗糖香草口味冰淇淋90g(杯)90g×12杯
可米酷-90g无糖香芋杯	1×90g×12支	90g×12杯	可米酷无蔗糖香芋口味冰淇淋90g(杯)	可米酷无蔗糖(香芋)杯装	冰淇淋	可米酷	可米酷无蔗糖香芋口味冰淇淋90g(杯)90g×12杯
可米酷90g杯（无糖香芋）冰淇淋	1*90g*12杯	90g×12杯	可米酷无蔗糖香芋口味冰淇淋90g(杯)	可米酷无蔗糖(香芋)杯装	冰淇淋	可米酷	可米酷无蔗糖香芋口味冰淇淋90g(杯)90g×12杯
可米酷无糖香芋杯	90g×12杯	90g×12杯	可米酷无蔗糖香芋口味冰淇淋90g(杯)	可米酷无蔗糖(香芋)杯装	冰淇淋	可米酷	可米酷无蔗糖香芋口味冰淇淋90g(杯)90g×12杯
可米酷无糖香芋杯	90g×12杯/箱	90g×12杯	可米酷无蔗糖香芋口味冰淇淋90g(杯)	可米酷无蔗糖(香芋)杯装	冰淇淋	可米酷	可米酷无蔗糖香芋口味冰淇淋90g(杯)90g×12杯
快乐岛绿色风情70g×48支	1×70g×48支	70g×48支	快乐岛绿色风情冰棍	快乐岛绿色风情	冰淇淋	快乐岛	快乐岛绿色风情冰棍70g×48支
快乐岛凤梨酥菠萝口味65gX40支	1X65gX40支	65g×40支	快乐岛凤梨酥菠萝口味脆皮雪糕	快乐岛凤梨酥(菠萝脆皮)	冰淇淋	快乐岛	快乐岛凤梨酥菠萝口味脆皮雪糕65g×40支
快乐岛凤梨酥菠萝口味65g×40支	1×65g×40支	65g×40支	快乐岛凤梨酥菠萝口味脆皮雪糕	快乐岛凤梨酥(菠萝脆皮)	冰淇淋	快乐岛	快乐岛凤梨酥菠萝口味脆皮雪糕65g×40支
快乐岛百乐滋100gX24杯	1X100gX24杯	100g×24杯	快乐岛百乐滋(杯)	快乐岛百乐滋杯装	冰淇淋	快乐岛	快乐岛百乐滋(杯)100g×24杯
快乐岛百乐滋100g×24杯	1×100g×24杯	100g×24杯	快乐岛百乐滋(杯)	快乐岛百乐滋杯装	冰淇淋	快乐岛	快乐岛百乐滋(杯)100g×24杯
快乐岛1元北京火炬70g×30支	1×70g×30支	70g×30支	快乐岛北京火炬蛋奶巧克力口味雪糕	快乐岛北京火炬(蛋奶巧克力)	冰淇淋	快乐岛	快乐岛北京火炬蛋奶巧克力口味雪糕70g×30支
快乐岛北京酸奶棒80gX40支	1X80gX40支	80g×40支	快乐岛北京酸奶酸奶口味雪糕	快乐岛北京酸奶(酸奶)	冰淇淋	快乐岛	快乐岛北京酸奶酸奶口味雪糕80g×40支
快乐岛北京酸奶棒80g×40支	1×80g×40支	80g×40支	快乐岛北京酸奶酸奶口味雪糕	快乐岛北京酸奶(酸奶)	冰淇淋	快乐岛	快乐岛北京酸奶酸奶口味雪糕80g×40支
快乐岛绿色牧场（各口味）60g×54杯	1×60g×24支	60g×24杯	快乐岛绿色牧场草莓沙拉牛奶草莓口味雪糕(杯)	快乐岛草莓沙拉(牛奶草莓)杯装	冰淇淋	快乐岛	快乐岛绿色牧场草莓沙拉牛奶草莓口味雪糕(杯)60g×24杯
金凯康绿色牧场	1×63g×24杯	60g×24杯	快乐岛绿色牧场草莓沙拉牛奶草莓口味雪糕(杯)	快乐岛草莓沙拉(牛奶草莓)杯装	冰淇淋	快乐岛	快乐岛绿色牧场草莓沙拉牛奶草莓口味雪糕(杯)60g×24杯
快乐岛草莓炫风72g×40支	1×72g×40支	72g×40支	快乐岛草莓炫风	快乐岛草莓炫风	冰淇淋	快乐岛	快乐岛草莓炫风72g×40支
金凯康超级脆	1×72g×30支	72g×30支	快乐岛超级脆筒蛋奶巧克力口味雪糕	快乐岛超级脆筒(蛋奶巧克力)	冰淇淋	快乐岛	快乐岛超级脆筒蛋奶巧克力口味雪糕72g×30支
快乐岛大奶棒90gX40支	1X90gX40支	90g×40支	快乐岛大奶棒鲜奶口味雪糕	快乐岛大奶棒(鲜奶)	冰淇淋	快乐岛	快乐岛大奶棒鲜奶口味雪糕90g×40支
快乐岛大奶棒90g×40支	1×90g×40支	90g×40支	快乐岛大奶棒鲜奶口味雪糕	快乐岛大奶棒(鲜奶)	冰淇淋	快乐岛	快乐岛大奶棒鲜奶口味雪糕90g×40支
快乐岛非常1+1萍果+黄桃45gX40支	1X72gX40支	72g×40支	快乐岛非常1+1青苹果+黄桃口味冰棍	快乐岛非常1+1(青苹果+黄桃)	冰淇淋	快乐岛	快乐岛非常1+1青苹果+黄桃口味冰棍72g×40支
快乐岛非常1+1萍果+黄桃45g×40支	1×72g×40支	72g×40支	快乐岛非常1+1青苹果+黄桃口味冰棍	快乐岛非常1+1(青苹果+黄桃)	冰淇淋	快乐岛	快乐岛非常1+1青苹果+黄桃口味冰棍72g×40支
快乐岛非常1+1（青苹果+黄桃）70g×40支	1×70g×40支	72g×40支	快乐岛非常1+1青苹果+黄桃口味冰棍	快乐岛非常1+1(青苹果+黄桃)	冰淇淋	快乐岛	快乐岛非常1+1青苹果+黄桃口味冰棍72g×40支
快乐岛瓜子大王70g×36支	1×70g×36支	70g×36支	快乐岛瓜子大王蛋奶巧克力口味雪糕	快乐岛瓜子大王(蛋奶巧克力)	冰淇淋	快乐岛	快乐岛瓜子大王蛋奶巧克力口味雪糕70g×36支
金凯康花生牛轧	1*75g*40支	75g×40支	快乐岛花生牛轧花生奶糖口味雪糕	快乐岛花生牛轧(花生奶糖)	冰淇淋	快乐岛	快乐岛花生牛轧花生奶糖口味雪糕75g×40支
快乐岛乖乖乐75g×36支	1×75g×36支	75g×36支	快乐岛开心乖乖乐水果味冰棍	快乐岛开心乖乖乐(水果)	冰淇淋	快乐岛	快乐岛开心乖乖乐水果味冰棍75g×36支
快乐岛葵花宝典62g×40支	1×62g×40支	62g×40支	快乐岛葵花宝典牛奶/甜橙巧克力口味雪糕	快乐岛葵花宝典(牛奶/甜橙巧克力)	冰淇淋	快乐岛	快乐岛葵花宝典牛奶/甜橙巧克力口味雪糕62g×40支
快乐岛绿色风情	1×62g×48支	70g×48支	快乐岛绿色风情冰棍	快乐岛绿色风情	冰淇淋	快乐岛	快乐岛绿色风情冰棍70g×48支
快乐岛蚂蚁上树65gX40支	1X65gX40支	65g×40支	快乐岛蚂蚁上树蛋奶巧克力口味雪糕	快乐岛蚂蚁上树(蛋奶巧克力)	冰淇淋	快乐岛	快乐岛蚂蚁上树蛋奶巧克力口味雪糕65g×40支
快乐岛蚂蚁上树65g×40支	1×65g×40支	65g×40支	快乐岛蚂蚁上树蛋奶巧克力口味雪糕	快乐岛蚂蚁上树(蛋奶巧克力)	冰淇淋	快乐岛	快乐岛蚂蚁上树蛋奶巧克力口味雪糕65g×40支
快乐岛蚂蚁上树蛋奶巧克力口味雪糕65g×40支	1×65g×40支	65g×40支	快乐岛蚂蚁上树蛋奶巧克力口味雪糕	快乐岛蚂蚁上树(蛋奶巧克力)	冰淇淋	快乐岛	快乐岛蚂蚁上树蛋奶巧克力口味雪糕65g×40支
金凯康蚂蚁上树	1*65g*40支	65g×40支	快乐岛蚂蚁上树蛋奶巧克力口味雪糕	快乐岛蚂蚁上树(蛋奶巧克力)	冰淇淋	快乐岛	快乐岛蚂蚁上树蛋奶巧克力口味雪糕65g×40支
金凯康蚂蚁上树	1×65g×40支	65g×40支	快乐岛蚂蚁上树蛋奶巧克力口味雪糕	快乐岛蚂蚁上树(蛋奶巧克力)	冰淇淋	快乐岛	快乐岛蚂蚁上树蛋奶巧克力口味雪糕65g×40支
快乐岛布丁42g×60支	1×42g×60支	38g×60支	快乐岛蒙古布丁牛奶口味冰棍	快乐岛蒙古布丁(牛奶)	冰淇淋	快乐岛	快乐岛蒙古布丁牛奶口味冰棍38g×60支
金凯康小布丁	1×38g×60支	38g×60支	快乐岛蒙古布丁牛奶口味冰棍	快乐岛蒙古布丁(牛奶)	冰淇淋	快乐岛	快乐岛蒙古布丁牛奶口味冰棍38g×60支
快乐岛蜜菠萝	1×85g×40支	85g×40支	快乐岛蜜菠萝菠萝口味冰棍	快乐岛蜜菠萝(菠萝)	冰淇淋	快乐岛	快乐岛蜜菠萝菠萝口味冰棍85g×40支
快乐岛蜜菠萝菠萝口味冰棍85g×40支	1×85g×40支	85g×40支	快乐岛蜜菠萝菠萝口味冰棍	快乐岛蜜菠萝(菠萝)	冰淇淋	快乐岛	快乐岛蜜菠萝菠萝口味冰棍85g×40支
金凯康蜜菠萝	1*85g*40支	85g×40支	快乐岛蜜菠萝菠萝口味冰棍	快乐岛蜜菠萝(菠萝)	冰淇淋	快乐岛	快乐岛蜜菠萝菠萝口味冰棍85g×40支
快乐岛三明治75g×40支	1×75g×40支	75g×40支	快乐岛三明治鲜奶口味雪糕	快乐岛三明治(鲜奶)	冰淇淋	快乐岛	快乐岛三明治鲜奶口味雪糕75g×40支
金凯康三明治	1×75g×40支	75g×40支	快乐岛三明治鲜奶口味雪糕	快乐岛三明治(鲜奶)	冰淇淋	快乐岛	快乐岛三明治鲜奶口味雪糕75g×40支
